Product{name='Lenscale Quailbrush', quantity=40.8}
Product{name='Box Elder', quantity=95.2}
Product{name='Tekamlo', quantity=29.6}
Product{name='Ear Ringing', quantity=40.0}
Product{name='Hydrogen Peroxide', quantity=87.5}
Product{name='Lidocaine Hydrochloride', quantity=64.3}
Product{name='Mixture of Standardized and Non-Standardized Southeastern Grasses', quantity=16.9}
Product{name='Mirtazapine', quantity=54.7}
Product{name='Carvedilol', quantity=93.8}
Product{name='Aleve', quantity=41.2}
Product{name='Trihexyphenidyl Hydrochloride', quantity=22.6}
Product{name='INNOPRAN', quantity=36.0}
Product{name='Nicotine', quantity=97.6}
Product{name='L-Methyl MC NAC', quantity=60.9}
Product{name='Coppertone Wet n Clear Kids', quantity=27.0}
Product{name='Bamboo Rosemary', quantity=41.9}
Product{name='aspirin', quantity=57.9}
Product{name='Promethazine Hydrochloride', quantity=57.9}
Product{name='Minocycline Hydrochloride', quantity=43.8}
Product{name='Lamotrigine', quantity=12.1}
Product{name='Nesina', quantity=9.2}
Product{name='Lunesta', quantity=35.8}
Product{name='mapap arthritis pain', quantity=82.6}
Product{name='Hydroxyzine Hydrochloride', quantity=73.5}
Product{name='LORCET PLUS', quantity=26.7}
Product{name='Griseofulviin (microsize)', quantity=55.0}
Product{name='Cladosporium herbarum', quantity=20.1}
Product{name='Laser Sun Block 100 SPF50', quantity=35.6}
Product{name='Lisinopril', quantity=27.3}
Product{name='carboplatin', quantity=25.9}
Product{name='Dollar General', quantity=65.1}
Product{name='Benzonatate', quantity=15.7}
Product{name='Rx Act all day pain relief', quantity=80.9}
Product{name='Hydrochlorothiazide', quantity=47.0}
Product{name='Atovaquone and Proguanil Hydrochloride', quantity=90.5}
Product{name='ESIKA', quantity=10.5}
Product{name='KLOR-CON M', quantity=44.6}
Product{name='Suave', quantity=58.6}
Product{name='Treatment Set TS330836', quantity=24.1}
Product{name='MAJOR DOK Docusate Sodium', quantity=66.0}
Product{name='Ultra Nutrition Toner', quantity=59.4}
Product{name='Clotrimazole', quantity=15.9}
Product{name='Ammonia N 13', quantity=62.8}
Product{name='Glyburide', quantity=80.4}
Product{name='Phentermine hydrochloride', quantity=20.0}
Product{name='Nicotine', quantity=85.1}
Product{name='Baclofen', quantity=20.3}
Product{name='Childrens Loratadine', quantity=44.0}
Product{name='SALICYLIC ACID', quantity=75.2}
Product{name='Acetaminophen and Codeine Phosphate', quantity=97.7}
Product{name='Hydromorphone Hydrochloride', quantity=5.9}
Product{name='Penicillin G Potassium', quantity=80.7}
Product{name='North Woods Germ Stuff', quantity=48.1}
Product{name='Pantoprazole Sodium', quantity=99.8}
Product{name='White Alder', quantity=98.9}
Product{name='Enalapril Maleate', quantity=54.6}
Product{name='Octreotide', quantity=66.0}
Product{name='SUGAR FREE GREEN TEA WITH ECHINACEA COUGH SUPPRESSANT THROAT DROPS', quantity=40.4}
Product{name='Varicose Veins', quantity=81.3}
Product{name='Adidas', quantity=84.1}
Product{name='MUCOR PLUMBEUS', quantity=33.8}
Product{name='Orenitram', quantity=58.3}
Product{name='Salmon', quantity=49.4}
Product{name='berkley and jensen acid reducer', quantity=85.6}
Product{name='Cacao Bean', quantity=17.2}
Product{name='Daytime', quantity=56.8}
Product{name='dg health pain relief pm', quantity=97.7}
Product{name='HYDROCODONE BITARTRATE AND ACETAMINOPHEN', quantity=58.1}
Product{name='ISTODAX', quantity=92.6}
Product{name='Wal-Zan', quantity=97.5}
Product{name='antacid', quantity=2.9}
Product{name='Bisacodyl', quantity=73.9}
Product{name='Solu-Medrol', quantity=41.7}
Product{name='Treatment Set TS349274', quantity=58.7}
Product{name='Neutrogena Men Triple Protect Face', quantity=57.9}
Product{name='Gerbil Epithelium', quantity=33.2}
Product{name='Clarins Rouge Hydra Nude - 01 Nude Rose', quantity=48.3}
Product{name='Childrens Ibuprofen', quantity=30.5}
Product{name='Neutrogena Healthy Defense Daily Moisturizer', quantity=24.8}
Product{name='Antiseptic', quantity=25.1}
Product{name='DaTscan', quantity=23.9}
Product{name='Glipizide and Metformin Hydrochloride', quantity=75.4}
Product{name='Hydrocodone Bitartrate and Acetaminophen', quantity=11.0}
Product{name='Metoprolol Tartrate', quantity=5.4}
Product{name='Fungicure', quantity=56.6}
Product{name='Ampicillin', quantity=71.0}
Product{name='Amiodarone Hydrochloride', quantity=63.8}
Product{name='Alprazolam', quantity=70.4}
Product{name='Lisinopril', quantity=50.7}
Product{name='Diazepam', quantity=98.4}
Product{name='Cymbalta', quantity=67.3}
Product{name='SELENIUM SULFIDE', quantity=71.0}
Product{name='Betadine', quantity=93.2}
Product{name='METOPROLOL TARTRATE', quantity=57.6}
Product{name='Gabapentin', quantity=85.3}
Product{name='PCXX NEUTRAL FOAM BAZOOKA BUBBLEGUM', quantity=16.4}
Product{name='Famotidine', quantity=73.7}
Product{name='Select Brand Maximum Strength Urinary Pain Relief', quantity=70.5}
Product{name='Medline Alcohol Prep', quantity=91.6}
Product{name='Fenofibric Acid', quantity=76.0}
Product{name='Antispetic', quantity=69.4}
Product{name='No7 Stay Perfect Foundation Sunscreen SPF 15 Mocha', quantity=98.2}
Product{name='Migraine Relief', quantity=35.9}
Product{name='Herpes Sores', quantity=2.9}
Product{name='Cetirizine Hydrochloride', quantity=6.8}
Product{name='Nutmeg', quantity=8.8}
Product{name='Maybelline New York Baby Lips Quenched Moisturizing Lip Balm SPF 20 Sunscreen', quantity=35.2}
Product{name='SAD Soother', quantity=30.9}
Product{name='PRILOSEC', quantity=89.9}
Product{name='Hydrocodone Bitartrate and Acetaminophen', quantity=31.6}
Product{name='Topcare Mucus Relief', quantity=8.6}
Product{name='Divalproex sodium', quantity=71.2}
Product{name='Secura Protective', quantity=10.3}
Product{name='JUGLANS NIGRA POLLEN', quantity=30.1}
Product{name='Viscum Populi', quantity=73.1}
Product{name='EradiKate ACNE TREATMENT', quantity=14.7}
Product{name='medroxyprogesterone acetate', quantity=12.6}
Product{name='SUDAN GRASS POLLEN', quantity=73.9}
Product{name='Biting Insect Antigens', quantity=61.9}
Product{name='Smart Sense allergy and congestion relief', quantity=70.5}
Product{name='No7 Protect and Perfect Foundation Sunscreen Broad Spectrum SPF 15 Cool Ivory', quantity=31.3}
Product{name='Omeprazole', quantity=69.1}
Product{name='BENICAR HCT', quantity=93.0}
Product{name='Clindamycin in 5 Percent Dextrose', quantity=34.2}
Product{name='Smarth', quantity=7.8}
Product{name='EROS BODY GLIDE', quantity=44.0}
Product{name='ABILIFY', quantity=92.8}
Product{name='rHGH Complex', quantity=60.5}
Product{name='Preferred Plus Severe Day Time', quantity=69.6}
Product{name='Sodium Chloride', quantity=85.0}
Product{name='care one acid reducer', quantity=19.1}
Product{name='Creomulsion', quantity=1.1}
Product{name='Octreotide acetate', quantity=90.6}
Product{name='OXYCODONE HYDROCHLORIDE', quantity=14.7}
Product{name='LYRICA', quantity=62.8}
Product{name='Benzonatate', quantity=79.4}
Product{name='Nabumetone', quantity=76.2}
Product{name='Lithium Carbonate', quantity=18.9}
Product{name='Australian Gold', quantity=18.0}
Product{name='Ropinirole Hydrochloride', quantity=92.8}
Product{name='Trazodone Hydrochloride', quantity=47.5}
Product{name='Hang-Over Morning Mend', quantity=10.1}
Product{name='IOPE SS', quantity=83.8}
Product{name='Fresh Lavender Waterless Anti-Antibateria Hand Sanitizer', quantity=30.5}
Product{name='Anti-Bacterial Gentle Foaming Hand', quantity=97.7}
Product{name='APIUM GRAVEOLENS', quantity=56.9}
Product{name='Egg Mix System Formula', quantity=24.1}
Product{name='Fusarium compactum', quantity=49.5}
Product{name='Fluconazole', quantity=15.8}
Product{name='WOMENS LAXATIVE', quantity=77.3}
Product{name='TOPCARE', quantity=12.1}
Product{name='AfterBurn', quantity=91.1}
Product{name='Maximum Strength Multi-Symptom Cold and Sinus', quantity=83.3}
Product{name='NIFEDIPINE', quantity=23.4}
Product{name='dg health mucus relief', quantity=89.8}
Product{name='NARS ALL DAY LUMINOUS FOUNDATION', quantity=91.1}
Product{name='California Mugwort', quantity=38.9}
Product{name='Nabumetone', quantity=55.8}
Product{name='BENICAR HCT', quantity=45.0}
Product{name='Levonorgestrel', quantity=41.5}
Product{name='ANESTHETIC', quantity=12.5}
Product{name='Safe Harbor - Natural Sunscreen Face and Neck Cream Broad Spectrum SPF40 Sunscreen', quantity=94.5}
Product{name='Boy Butter', quantity=64.8}
Product{name='Equaline all day allergy', quantity=71.7}
Product{name='Penicillin V Potassium', quantity=98.0}
Product{name='TAPAZOLE', quantity=86.1}
Product{name='Cenestin', quantity=42.0}
Product{name='Pain Relieving Patch', quantity=27.4}
Product{name='Lovastatin', quantity=23.0}
Product{name='Lorazepam', quantity=48.5}
Product{name='BP8 Cough', quantity=40.1}
Product{name='SunScreen SPF30', quantity=93.2}
Product{name='SOMAVERT', quantity=24.1}
Product{name='Medi-First', quantity=26.0}
Product{name='Hydrogen Peroxide', quantity=29.0}
Product{name='CORTEF', quantity=11.9}
Product{name='Pollens - Trees, Pine Mix', quantity=13.6}
Product{name='Rimmel London', quantity=14.6}
Product{name='Suphedrine PE', quantity=67.2}
Product{name='Anti Itch Balm', quantity=62.0}
Product{name='Butalbital, Acetaminophen, and Caffeine', quantity=52.9}
Product{name='Estradiol', quantity=25.0}
Product{name='LBEL EFFET PARFAIT Spots Reducing Effect Foundation SPF 18 - OBSCURE 8A', quantity=39.2}
Product{name='Furosemide', quantity=64.7}
Product{name='Venlafaxine Hydrochloride', quantity=49.3}
Product{name='pravastatin sodium', quantity=47.0}
Product{name='SMITH BROS NON-DROWSY MULTI-SYMPTOM COLD and FLU', quantity=60.1}
Product{name='Flurazepam Hydrochloride', quantity=88.8}
Product{name='CONCERTA', quantity=47.4}
Product{name='Amoxicillin', quantity=40.8}
Product{name='Treatment Set TS348402', quantity=18.9}
Product{name='GRANIX', quantity=76.4}
Product{name='Octopamine', quantity=23.1}
Product{name='Equaline Stomach Relief', quantity=78.2}
Product{name='Sandostatin LAR Depot', quantity=72.7}
Product{name='OXYBUTYNIN CHLORIDE', quantity=43.4}
Product{name='Mirtazapine', quantity=36.2}
Product{name='Fosinopril Sodium', quantity=31.6}
Product{name='PATANASE', quantity=66.2}
Product{name='Head and Shoulders', quantity=28.6}
Product{name='Glyburide', quantity=99.7}
Product{name='Plumbum mellitum 8', quantity=67.1}
Product{name='lisinopril', quantity=19.0}
Product{name='Flurazepam Hydrochloride', quantity=92.9}
Product{name='Fexofenadine Hydrochloride', quantity=15.8}
Product{name='GODDESS GARDEN ORGANICS Sunny Body NATURAL SUNSCREEN BROAD SPECTRUM SPF 30 WATER RESISTANT', quantity=37.3}
Product{name='Bumetanide', quantity=26.7}
Product{name='Head and Shoulders', quantity=14.0}
Product{name='Bull Frog Water Armor Super 40', quantity=24.7}
Product{name='Terconazole', quantity=68.5}
Product{name='healthy accents tussin dm', quantity=94.0}
Product{name='CARVEDILOL', quantity=69.7}
Product{name='No7 Lifting and Firming Foundation Sunscreen SPF 15 Porcelain', quantity=20.5}
Product{name='APRIL Bath and Shower Anti-bacterial Hand 3 Pack', quantity=27.5}
Product{name='Phylorinol', quantity=77.6}
Product{name='Rivastigmine Tartrate', quantity=40.5}
Product{name='No7 Beautiful Skin day Normal Dry Sunscreen Broad Spectrum SPF 15', quantity=26.8}
Product{name='Prograf', quantity=28.4}
Product{name='Nifedipine', quantity=71.2}
Product{name='Maximum Strength Flu HBP', quantity=9.6}
Product{name='Furosemide', quantity=45.7}
Product{name='Vaporizing Chest', quantity=29.7}
Product{name='Berberis Populus Adult Size', quantity=67.3}
Product{name='Hormonal Headaches', quantity=82.9}
Product{name='gas relief', quantity=35.6}
Product{name='Tropicamide', quantity=32.0}
Product{name='Leader Nicotine', quantity=25.9}
Product{name='Fentanyl - NOVAPLUS', quantity=59.7}
Product{name='XtraCare Skin Relief Oatmeal Daily Moisturizing', quantity=99.5}
Product{name='Duetact', quantity=42.9}
Product{name='Virustat', quantity=36.3}
Product{name='Pussy Willow', quantity=86.2}
Product{name='Nighttime Cold and Flu', quantity=43.0}
Product{name='METHADONE HYDROCHLORIDE', quantity=25.9}
Product{name='Divalproex Sodium', quantity=20.9}
Product{name='FEM Remedy', quantity=52.2}
Product{name='TUBERSOL', quantity=76.2}
Product{name='Diclofenac sodium and Misoprostol', quantity=28.7}
Product{name='No7 Protect and Perfect Day Sunscreen Broad Spectrum SPF 15', quantity=13.8}
Product{name='PAROXETINE HYDROCHLORIDE', quantity=53.8}
Product{name='Hydromorphone HCl', quantity=94.6}
Product{name='Sodium Phosphates', quantity=97.2}
Product{name='CELEBREX', quantity=81.5}
Product{name='Donepezil Hydrochloride', quantity=26.9}
Product{name='Nivea A Kiss of Cherry Fruity Lip Care', quantity=99.5}
Product{name='IFEX', quantity=48.4}
Product{name='XtraCare Creamy Petroleum Jelly', quantity=77.9}
Product{name='CVS PHARMACY', quantity=14.9}
Product{name='kaiser permanente benzoyl peroxide', quantity=96.7}
Product{name='CPDA-1', quantity=62.0}
Product{name='No7 Stay Perfect Foundation Sunscreen SPF 15 Mocha', quantity=15.6}
Product{name='Quinapril', quantity=84.8}
Product{name='Ampicillin and Sulbactam', quantity=73.8}
Product{name='ATACAND HCT', quantity=4.2}
Product{name='Flunisolide', quantity=39.0}
Product{name='ANTHEMIS NOBILIS', quantity=40.7}
Product{name='Gabapentin', quantity=27.8}
Product{name='Throat and Chest Berry Menthol', quantity=59.6}
Product{name='ANTIBACTERIAL FOAMING', quantity=3.1}
Product{name='Ortho Tri Cyclen', quantity=54.4}
Product{name='Duloxetine', quantity=9.4}
Product{name='EXAPRIN', quantity=99.9}
Product{name='Promethazine Hydrochloride', quantity=29.6}
Product{name='Acyclovir', quantity=90.3}
Product{name='Lisinopril and Hydrochlorothiazide', quantity=26.4}
Product{name='NEURALGIA HEADACHE', quantity=13.6}
Product{name='Diclofenac Sodium', quantity=60.4}
Product{name='Mixed Vespid hymenoptera venom Venomil Maintenance', quantity=85.3}
Product{name='Amoxicillin and Clavulanate Potassium', quantity=31.8}
Product{name='hydrochlorothiazide', quantity=78.8}
Product{name='Molluscum Control', quantity=30.2}
Product{name='azithromycin', quantity=67.7}
Product{name='PREPARATION H HYDROCORTISONE', quantity=38.5}
Product{name='WhiskCare 375', quantity=35.3}
Product{name='Pink Grape Fruit Waterless Anti-bacterial Hand Sanitizer', quantity=26.7}
Product{name='Sertraline Hydrochloride', quantity=71.3}
Product{name='nicotine', quantity=10.0}
Product{name='Tums', quantity=92.3}
Product{name='Bisoprolol Fumarate and Hydrochlorothiazide', quantity=5.3}
Product{name='Hydromorphone Hydrochloride', quantity=68.4}
Product{name='Lyrica', quantity=10.4}
Product{name='Fentanyl', quantity=22.6}
Product{name='Assured Gas Relief Extra Strength', quantity=70.6}
Product{name='Lemon Verbena Waterless Hand Wash', quantity=93.4}
Product{name='Hydroxychloroquine Sulfate', quantity=3.9}
Product{name='Enoxaparin Sodium', quantity=49.5}
Product{name='Kroger Baby', quantity=75.0}
Product{name='Citalopram', quantity=36.8}
Product{name='Natural Honey Lemon with Echinacea Cough Suppressant Throat Drops', quantity=69.1}
Product{name='Loperamide Hydrochloride', quantity=53.8}
Product{name='Melaleuca Pollen', quantity=27.2}
Product{name='Buspirone Hydrochloride', quantity=31.7}
Product{name='Vaporizing Chest Rub', quantity=50.1}
Product{name='GPS Topical Anesthetic', quantity=1.6}
Product{name='Safeway Instant Hand Sanitizing wipes', quantity=5.3}
Product{name='Demeclocycline Hydrochloride', quantity=25.4}
Product{name='GUNA-VENUS', quantity=51.8}
Product{name='LOBSTER', quantity=37.1}
Product{name='Colgate', quantity=40.0}
Product{name='ADVAIRDISKUS', quantity=5.9}
Product{name='RISPERDAL', quantity=29.4}
Product{name='Revlimid', quantity=79.9}
Product{name='Ancient Secrets', quantity=66.3}
Product{name='ACETAMINOPHEN', quantity=36.3}
Product{name='Ondansetron Hydrochloride', quantity=6.5}
Product{name='Codeine Sulfate', quantity=60.3}
Product{name='PerioMed', quantity=16.3}
Product{name='Mannitol', quantity=10.6}
Product{name='Neutrogena Pure and Free Baby Faces', quantity=94.0}
Product{name='Topcare Cold and Allergy', quantity=31.3}
Product{name='Levothyroxine Sodium', quantity=38.4}
Product{name='COLDS RUNNY NOSE', quantity=39.7}
Product{name='Hydrochlorothiazide', quantity=57.5}
Product{name='Reed Therapeutics Pain Relieving Therapy', quantity=84.6}
Product{name='Escitalopram', quantity=97.0}
Product{name='Meperidine Hydrochloride', quantity=91.8}
Product{name='Myco Nail A Antifungal Solution', quantity=21.8}
Product{name='CAREONE INSTANT HAND SANITIZER WITH ALOE AND VITAMIN E', quantity=85.4}
Product{name='Fenofibrate', quantity=41.7}
Product{name='Sulfamethoxazole and Trimethoprim', quantity=89.5}
Product{name='MISSHA ALL AROUND SAFE BLOCK SOFT FINISH SUN MILK', quantity=25.2}
Product{name='healthy accents sore throat', quantity=51.1}
Product{name='Muscle Ease', quantity=39.9}
Product{name='Always Triple BB', quantity=53.4}
Product{name='Doxycycline Hyclate', quantity=63.7}
Product{name='Topiramate', quantity=74.9}
Product{name='Pecan Nut Meat', quantity=76.1}
Product{name='equate daytime', quantity=28.7}
Product{name='Clonidine Hydrochloride', quantity=67.0}
Product{name='Secura Total Body Foam Cleanser', quantity=71.1}
Product{name='Phentermine Hydrochloride', quantity=73.8}
Product{name='Olanzapine', quantity=90.0}
Product{name='Up and Up Cough Suppressant DM', quantity=5.7}
Product{name='SIMETHICONE', quantity=89.5}
Product{name='Ziprasidone Hydrochloride', quantity=22.8}
Product{name='Ibuprofen', quantity=18.1}
Product{name='Enalapril Maleate', quantity=10.1}
Product{name='Homeopathic Mental Alertness Formula', quantity=24.5}
Product{name='ALNUS INCANA SSP RUGOSA POLLEN', quantity=1.7000000000000002}
Product{name='TheradermSPF 43', quantity=66.0}
Product{name='Hydrochlorothiazide', quantity=27.2}
Product{name='Cephalexin', quantity=33.5}
Product{name='Good Neighbor Pharmacy Triple Antibiotic', quantity=38.6}
Product{name='Listerine Ultraclean Antiseptic', quantity=64.3}
Product{name='BareMinerals Multi-Tasking SPF 20 Concealer', quantity=13.0}
Product{name='CRH Medsense Simethicone 125mg Antigas', quantity=59.8}
Product{name='LEVOTHYROXINE SODIUM', quantity=5.0}
Product{name='HYDROCODONE BITARTRATE AND ACETAMINOPHEN', quantity=2.2}
Product{name='Western Family Itch Relief', quantity=87.1}
Product{name='Claritin-D', quantity=80.7}
Product{name='Borago Nicotiana', quantity=2.1}
Product{name='Gallic Acid', quantity=60.5}
Product{name='Nitrogen', quantity=89.4}
Product{name='Warfarin Sodium', quantity=12.1}
Product{name='CLAM', quantity=36.7}
Product{name='PHS Hair Science Pro Hair Loss Tonic', quantity=94.7}
Product{name='Liver Complex', quantity=20.6}
Product{name='LINGERIE DE PEAU INVISIBLE SKIN-FUSION FOUNDATION WITH SUNSCREEN BROAD SPECTRUM SPF 20 03 BEIGE NATUREL', quantity=6.7}
Product{name='Verapamil Hydrochloride', quantity=73.3}
Product{name='POTASSIUM CHLORIDE IN SODIUM CHLORIDE', quantity=8.4}
Product{name='Food - Plant Source, Almond Prunus amygdalus', quantity=13.2}
Product{name='Saltbush', quantity=36.7}
Product{name='FaLessa', quantity=39.8}
Product{name='Dreumex Omnicare Hand Sanitizer', quantity=9.7}
Product{name='Amoxicillin', quantity=9.9}
Product{name='Idarubicin Hydrochloride', quantity=73.8}
Product{name='amlodipine besylate', quantity=15.9}
Product{name='AZITHROMYCIN DIHYDRATE', quantity=36.5}
Product{name='Sertraline Hydrochloride', quantity=48.9}
Product{name='MECLIZINE HYDROCHLORIDE', quantity=97.6}
Product{name='Amantadine Hydrochloride', quantity=65.7}
Product{name='Pleo Pef', quantity=56.0}
Product{name='Pure Finish Mineral Powder Foundation SPF 20 Pure Finish 10', quantity=93.6}
Product{name='Sentraflox AM-10', quantity=57.7}
Product{name='Zohydro', quantity=63.1}
Product{name='Lithium Carbonate', quantity=17.2}
Product{name='Zithromax', quantity=69.4}
Product{name='Topical Fluoride Foam Bumble Bee Bubble Gum', quantity=14.7}
Product{name='LISINOPRIL', quantity=15.8}
Product{name='Epinastine Hydrochloride', quantity=47.0}
Product{name='ESIKA', quantity=66.7}
Product{name='INFANTS COUGH SYRUP', quantity=69.7}
Product{name='HAMSOA DR ATOBY MIST', quantity=64.6}
Product{name='BareMinerals', quantity=92.3}
Product{name='Lorazepam', quantity=35.4}
Product{name='Good Sense Nicotine', quantity=18.9}
Product{name='Sciatic Rescue', quantity=94.9}
Product{name='Triple Vitamin Drops with Fluoride', quantity=24.9}
Product{name='Justice Grape Scent ANTI BAC HAND SANITIZER', quantity=42.3}
Product{name='smart sense childrens pain relief', quantity=23.5}
Product{name='Canadian Blue Grass', quantity=96.1}
Product{name='Mirtazapine', quantity=32.7}
Product{name='OXY Daily Moisturizer', quantity=10.1}
Product{name='Phenazopyridine Hydrochloride', quantity=33.3}
Product{name='Ultra-TechneKow', quantity=71.2}
Product{name='Ketorolac Tromethamine', quantity=86.1}
Product{name='Stomach Relief Anti Diarrheal', quantity=80.6}
Product{name='Scrub', quantity=89.3}
Product{name='Assured', quantity=28.5}
Product{name='Hydralazine', quantity=86.6}
Product{name='Everyday Clean Dandruff', quantity=78.4}
Product{name='Long Last Makeup 01', quantity=26.9}
Product{name='PredniSONE', quantity=87.7}
Product{name='Extra Strength Acetaminophen', quantity=31.5}
Product{name='Anti-Itch', quantity=60.3}
Product{name='Oxazepam', quantity=6.8}
Product{name='Treatment Set TS351200', quantity=84.6}
Product{name='AeroGreen Antibac', quantity=32.9}
Product{name='Hydrocortisone', quantity=89.6}
Product{name='Actoplus Met', quantity=88.8}
Product{name='Plavix', quantity=79.2}
Product{name='Plavix', quantity=37.5}
Product{name='ZUSKA', quantity=89.1}
Product{name='Alcohol Prep', quantity=45.8}
Product{name='Foaming Antimicrobial', quantity=6.3}
Product{name='Amoeba Tox', quantity=18.6}
Product{name='Anti-Bacterial Hand', quantity=95.3}
Product{name='Carbidopa, levodopa and entacapone', quantity=86.0}
Product{name='Acetazolamide', quantity=87.1}
Product{name='Levetiracetam', quantity=59.5}
Product{name='Standardized Grass Pollen, Bluegrass, Kentucky (June)', quantity=99.7}
Product{name='OXYGEN', quantity=51.6}
Product{name='Nuvigil', quantity=40.0}
Product{name='LBEL', quantity=36.6}
Product{name='Lenscale Quailbrush', quantity=40.8}
Product{name='DILTZAC', quantity=86.3}
Product{name='Sandostatin', quantity=50.2}
Product{name='Three step hand care', quantity=30.3}
Product{name='Venlafaxine', quantity=3.2}
Product{name='FLUVIRIN', quantity=65.8}
Product{name='PENTACEL', quantity=27.0}
Product{name='Isopropyl Rubbing Alcohol', quantity=29.8}
Product{name='SEROQUEL', quantity=88.9}
Product{name='Antibacterial Hand Icy Mint', quantity=85.6}
Product{name='PVP Scrub', quantity=31.7}
Product{name='Hydrochlorothiazide', quantity=52.0}
Product{name='Intermezzo', quantity=94.8}
Product{name='AcipHex', quantity=38.5}
Product{name='SUNBAR SPF 15', quantity=66.2}
Product{name='AIR COMPRESSED', quantity=14.3}
Product{name='Antispetic', quantity=8.1}
Product{name='Furosemide', quantity=48.2}
Product{name='Hypothalmu Stim', quantity=57.7}
Product{name='RENOKIN LASH LASH', quantity=94.3}
Product{name='NATRUM MURIATICUM', quantity=56.3}
Product{name='NovoLog', quantity=63.8}
Product{name='TOPIRAMATE', quantity=17.8}
Product{name='Petroleum', quantity=78.7}
Product{name='Magnesium Citrate', quantity=4.8}
Product{name='INFANTS COUGH SYRUP', quantity=69.7}
Product{name='HAMSOA DR ATOBY MIST', quantity=64.6}
Product{name='BareMinerals', quantity=92.3}
Product{name='Lorazepam', quantity=35.4}
Product{name='Good Sense Nicotine', quantity=18.9}
Product{name='Sciatic Rescue', quantity=94.9}
Product{name='Triple Vitamin Drops with Fluoride', quantity=24.9}
Product{name='Justice Grape Scent ANTI BAC HAND SANITIZER', quantity=42.3}
Product{name='smart sense childrens pain relief', quantity=23.5}
Product{name='Canadian Blue Grass', quantity=96.1}
Product{name='Mirtazapine', quantity=32.7}
Product{name='OXY Daily Moisturizer', quantity=10.1}
Product{name='Phenazopyridine Hydrochloride', quantity=33.3}
Product{name='Ultra-TechneKow', quantity=71.2}
Product{name='Ketorolac Tromethamine', quantity=86.1}
Product{name='Stomach Relief Anti Diarrheal', quantity=80.6}
Product{name='Scrub', quantity=89.3}
Product{name='Assured', quantity=28.5}
Product{name='Hydralazine', quantity=86.6}
Product{name='Everyday Clean Dandruff', quantity=78.4}
Product{name='Long Last Makeup 01', quantity=26.9}
Product{name='PredniSONE', quantity=87.7}
Product{name='Extra Strength Acetaminophen', quantity=31.5}
Product{name='Anti-Itch', quantity=60.3}
Product{name='Oxazepam', quantity=6.8}
Product{name='Treatment Set TS351200', quantity=84.6}
Product{name='AeroGreen Antibac', quantity=32.9}
Product{name='Hydrocortisone', quantity=89.6}
Product{name='Actoplus Met', quantity=88.8}
Product{name='Plavix', quantity=79.2}
Product{name='Plavix', quantity=37.5}
Product{name='ZUSKA', quantity=89.1}
Product{name='Alcohol Prep', quantity=45.8}
Product{name='Foaming Antimicrobial', quantity=6.3}
Product{name='Amoeba Tox', quantity=18.6}
Product{name='111_TEST_DRUG', quantity=5.0}
Product{name='111_TEST_DRUG', quantity=20.0}
